
(175, 0.20852)
(176, 0.209026)
(177, 0.209532)
(178, 0.209869)
(179, 0.210038)
(180, 0.210881)
(181, 0.211472)
(182, 0.212231)
(183, 0.212484)
(184, 0.212569)
(185, 0.213328)
(186, 0.213834)
(187, 0.214677)
(188, 0.215099)
(189, 0.215605)
(190, 0.216027)
(191, 0.216449)
(192, 0.216786)
(193, 0.216955)
(194, 0.217208)
(195, 0.218305)
(196, 0.218895)
(197, 0.219739)
(198, 0.220076)
(199, 0.220582)
(200, 0.221341)
(201, 0.22151)
(202, 0.221847)
(203, 0.22151)
(204, 0.221679)
(205, 0.221847)
(206, 0.221763)
(207, 0.222185)
(208, 0.222606)
(209, 0.223113)
(210, 0.223703)
(211, 0.224462)
(212, 0.224884)
(213, 0.225306)
(214, 0.225896)
(215, 0.225643)
(216, 0.226065)
(217, 0.226487)
(218, 0.22674)
(219, 0.226908)
(220, 0.226824)
(221, 0.227415)
(222, 0.228174)
(223, 0.228427)
(224, 0.229017)
(225, 0.229439)
(226, 0.229861)
(227, 0.230283)
(228, 0.230536)
(229, 0.231379)
(230, 0.232307)
(231, 0.232813)
(232, 0.233319)
(233, 0.233572)
(234, 0.234078)
(235, 0.234416)
(236, 0.234669)
(237, 0.235512)
(238, 0.236187)
(239, 0.236862)
(240, 0.237031)
(241, 0.236946)
(242, 0.237874)
(243, 0.238633)
(244, 0.239646)
(245, 0.240152)
(246, 0.239983)
(247, 0.240489)
(248, 0.240574)
(249, 0.240658)
(250, 0.24108)
(251, 0.241501)
(252, 0.241923)
(253, 0.242261)
(254, 0.242767)
(255, 0.243357)
(256, 0.243948)
(257, 0.244707)
(258, 0.245044)
(259, 0.245888)
(260, 0.24631)
(261, 0.2469)
(262, 0.247153)
(263, 0.247153)
(264, 0.247997)
(265, 0.24825)
(266, 0.248418)
(267, 0.248925)
(268, 0.249178)
(269, 0.249346)
(270, 0.249431)
(271, 0.250105)
(272, 0.250021)
(273, 0.250527)
(274, 0.250696)
(275, 0.251118)
(276, 0.251539)
(277, 0.251624)
(278, 0.252636)
(279, 0.252973)
(280, 0.252889)
(281, 0.25272)
(282, 0.253226)
(283, 0.253733)
(284, 0.254407)
(285, 0.254576)
(286, 0.254745)
(287, 0.254745)
(288, 0.254829)
(289, 0.255167)
(290, 0.255335)
(291, 0.256432)
(292, 0.256685)
(293, 0.257107)
(294, 0.257866)
(295, 0.258625)
(296, 0.259047)
(297, 0.259047)
(298, 0.2593)
(299, 0.259553)
(300+0, 0.260143)
(300+1, 0.260481)
(300+2, 0.260987)
(300+3, 0.261662)
(300+4, 0.261999)
(300+5, 0.262084)
(300+6, 0.262505)
(300+7, 0.263011)
(300+8, 0.263771)
(300+9, 0.263771)
(300+10, 0.264867)
(300+11, 0.265542)
(300+12, 0.265458)
(300+13, 0.265795)
(300+14, 0.265964)
(300+15, 0.266639)
(300+16, 0.267229)
(300+17, 0.267566)
(300+18, 0.268326)
(300+19, 0.268579)
(300+20, 0.268494)
(300+21, 0.269085)
(300+22, 0.269675)
(300+23, 0.269844)
(300+24, 0.270603)
(300+25, 0.271109)
(300+26, 0.271362)
(300+27, 0.271615)
(300+28, 0.272037)
(300+29, 0.271868)
(300+30, 0.27229)
(300+31, 0.273049)
(300+32, 0.273302)
(300+33, 0.273218)
(300+34, 0.273724)
(300+35, 0.273893)
(300+36, 0.274062)
(300+37, 0.274736)
(300+38, 0.274989)
(300+39, 0.275749)
(300+40, 0.276086)
(300+41, 0.276592)
(300+42, 0.276677)
(300+43, 0.277267)
(300+44, 0.278026)
(300+45, 0.278111)
(300+46, 0.278448)
(300+47, 0.279038)
(300+48, 0.279376)
(300+49, 0.279882)
(300+50, 0.280219)
(300+51, 0.280388)
(300+52, 0.280725)
(300+53, 0.280979)
(300+54, 0.281316)
(300+55, 0.2814)
(300+56, 0.282159)
(300+57, 0.282159)
(300+58, 0.282244)
(300+59, 0.282497)
(300+60, 0.283003)
(300+61, 0.282919)
(300+62, 0.28334)
(300+63, 0.28334)
(300+64, 0.283846)
(300+65, 0.284184)
(300+66, 0.28469)
(300+67, 0.284859)
(300+68, 0.285534)
(300+69, 0.286546)
(300+70, 0.286799)
(300+71, 0.287558)
(300+72, 0.287727)
(300+73, 0.287727)
(300+74, 0.288148)
(300+75, 0.288402)
(300+76, 0.28857)
(300+77, 0.288992)
(300+78, 0.289582)
(300+79, 0.290257)
(300+80, 0.290679)
(300+81, 0.290848)
(300+82, 0.291101)
(300+83, 0.291185)
(300+84, 0.291691)
(300+85, 0.291776)
(300+86, 0.292282)
(300+87, 0.292788)
(300+88, 0.292366)
(300+89, 0.293125)
(300+90, 0.29321)
(300+91, 0.293463)
(300+92, 0.293884)
(300+93, 0.294053)
(300+94, 0.294559)
(300+95, 0.294981)
(300+96, 0.295571)
(300+97, 0.295656)
(300+98, 0.296246)
(300+99, 0.296331)
(300+100, 0.296668)
(300+101, 0.296921)
(300+102, 0.297005)
(300+103, 0.297596)
(300+104, 0.29768)
(300+105, 0.297849)
(300+106, 0.297596)
(300+107, 0.297596)
(300+108, 0.297512)
(300+109, 0.298271)
(300+110, 0.298439)
(300+111, 0.298861)
(300+112, 0.299536)
(300+113, 0.30038)
(300+114, 0.30038)
(300+115, 0.300464)
(300+116, 0.30038)
(300+117, 0.300548)
(300+118, 0.301054)
(300+119, 0.301476)
(300+120, 0.30232)
(300+121, 0.302657)
(300+122, 0.303079)
(300+123, 0.303079)
(300+124, 0.303669)
(300+125, 0.30426)
(300+126, 0.304513)
(300+127, 0.304344)
(300+128, 0.303922)
(300+129, 0.304091)
(300+130, 0.30426)
(300+131, 0.30485)
(300+132, 0.305019)
(300+133, 0.305103)
(300+134, 0.305525)
(300+135, 0.305947)
(300+136, 0.305863)
(300+137, 0.306031)
(300+138, 0.306116)
(300+139, 0.306284)
(300+140, 0.306875)
(300+141, 0.307212)
(300+142, 0.307465)
(300+143, 0.307887)
(300+144, 0.308056)
(300+145, 0.30814)
(300+146, 0.308393)
(300+147, 0.308646)
(300+148, 0.309068)
(300+149, 0.309574)
(300+150, 0.309911)
(300+151, 0.31008)
(300+152, 0.309743)
(300+153, 0.309911)
(300+154, 0.309911)
(300+155, 0.31008)
(300+156, 0.310671)
(300+157, 0.310839)
(300+158, 0.310924)
(300+159, 0.311177)
(300+160, 0.311598)
(300+161, 0.311767)
(300+162, 0.311852)
(300+163, 0.31202)
(300+164, 0.312105)
(300+165, 0.312442)
(300+166, 0.312526)
(300+167, 0.312948)
(300+168, 0.313201)
(300+169, 0.31337)
(300+170, 0.313707)
(300+171, 0.314129)
(300+172, 0.314129)
(300+173, 0.314213)
(300+174, 0.314551)
(300+175, 0.31472)
(300+176, 0.314973)
(300+177, 0.31531)
(300+178, 0.315563)
(300+179, 0.315647)
(300+180, 0.315732)
(300+181, 0.315816)
(300+182, 0.315985)
(300+183, 0.316154)
(300+184, 0.316238)
(300+185, 0.31666)
(300+186, 0.316407)
(300+187, 0.316828)
(300+188, 0.317334)
(300+189, 0.317588)
(300+190, 0.317756)
(300+191, 0.318347)
(300+192, 0.318684)
(300+193, 0.318684)
(300+194, 0.31919)
(300+195, 0.319275)
(300+196, 0.319106)
(300+197, 0.319275)
(300+198, 0.319443)
(300+199, 0.319528)
(300+200, 0.320202)
(300+201, 0.320455)
(300+202, 0.321046)
(300+203, 0.321215)
(300+204, 0.321215)
(300+205, 0.321552)
(300+206, 0.321636)
(300+207, 0.321974)
(300+208, 0.322311)
(300+209, 0.322227)
(300+210, 0.322227)
(300+211, 0.321974)
(300+212, 0.322311)
(300+213, 0.322143)
(300+214, 0.322733)
(300+215, 0.32307)
(300+216, 0.32307)
(300+217, 0.32307)
(300+218, 0.323323)
(300+219, 0.323492)
(300+220, 0.323745)
(300+221, 0.323998)
(300+222, 0.324336)
(300+223, 0.324926)
(300+224, 0.325011)
(300+225, 0.325095)
(300+226, 0.325517)
(300+227, 0.325938)
(300+228, 0.326276)
(300+229, 0.326191)
(300+230, 0.32636)
(300+231, 0.326782)
(300+232, 0.326782)
(300+233, 0.326782)
(300+234, 0.326866)
(300+235, 0.326951)
(300+236, 0.326866)
(300+237, 0.327372)
(300+238, 0.327541)
(300+239, 0.327541)
(300+240, 0.327541)
(300+241, 0.327204)
(300+242, 0.327625)
(300+243, 0.327625)
(300+244, 0.327963)
(300+245, 0.328047)
(300+246, 0.328047)
(300+247, 0.328469)
(300+248, 0.328385)
(300+249, 0.328553)
(300+250, 0.328891)
(300+251, 0.329397)
(300+252, 0.329819)
(300+253, 0.330156)
(300+254, 0.33024)
(300+255, 0.330409)
(300+256, 0.330409)
(300+257, 0.33024)
(300+258, 0.330409)
(300+259, 0.330578)
(300+260, 0.330662)
(300+261, 0.331)
(300+262, 0.331337)
(300+263, 0.331421)
(300+264, 0.33159)
(300+265, 0.331421)
(300+266, 0.331674)
(300+267, 0.331421)
(300+268, 0.331253)
(300+269, 0.331168)
(300+270, 0.331168)
(300+271, 0.331337)
(300+272, 0.33159)
(300+273, 0.331674)
(300+274, 0.331674)
(300+275, 0.332096)
(300+276, 0.332096)
(300+277, 0.332181)
(300+278, 0.332096)
(300+279, 0.332349)
(300+280, 0.332771)
(300+281, 0.332518)
(300+282, 0.332855)
(300+283, 0.332855)
(300+284, 0.332855)
(300+285, 0.332855)
(300+286, 0.333024)
(300+287, 0.333108)
(300+288, 0.333108)
(300+289, 0.333361)
(300+290, 0.333361)
(300+291, 0.333193)
(300+292, 0.333277)
(300+293, 0.333361)
(300+294, 0.333361)
(300+295, 0.333108)
(300+296, 0.333193)
(300+297, 0.333277)
(300+298, 0.333193)
(300+299, 0.332855)


(600+0, 0.332855)
(600+1, 0.333024)
(600+2, 0.332771)
(600+3, 0.33294)
(600+4, 0.333277)
(600+5, 0.333446)
(600+6, 0.333446)
(600+7, 0.333783)
(600+8, 0.333868)
(600+9, 0.333699)
(600+10, 0.333614)
(600+11, 0.333446)
(600+12, 0.333783)
(600+13, 0.334289)
(600+14, 0.334542)
(600+15, 0.334711)
(600+16, 0.335048)
(600+17, 0.335302)
(600+18, 0.335723)
(600+19, 0.336061)
(600+20, 0.336398)
(600+21, 0.336736)
(600+22, 0.336989)
(600+23, 0.337326)
(600+24, 0.337495)
(600+25, 0.337579)
(600+26, 0.337748)
(600+27, 0.337579)
(600+28, 0.337663)
(600+29, 0.338001)
(600+30, 0.338423)
(600+31, 0.338507)
(600+32, 0.338591)
(600+33, 0.338676)
(600+34, 0.338676)
(600+35, 0.338676)
(600+36, 0.33876)
(600+37, 0.339013)
(600+38, 0.339097)
(600+39, 0.339266)
(600+40, 0.339182)
(600+41, 0.339266)
(600+42, 0.339519)
(600+43, 0.339772)
(600+44, 0.339857)
(600+45, 0.340194)
(600+46, 0.340363)
(600+47, 0.340784)
(600+48, 0.341206)
(600+49, 0.340953)
(600+50, 0.340784)
(600+51, 0.341038)
(600+52, 0.341122)
(600+53, 0.341291)
(600+54, 0.341459)
(600+55, 0.341797)
(600+56, 0.341881)
(600+57, 0.34205)
(600+58, 0.342218)
(600+59, 0.342556)
(600+60, 0.342725)
(600+61, 0.342556)
(600+62, 0.34264)
(600+63, 0.342809)
(600+64, 0.343146)
(600+65, 0.343146)
(600+66, 0.343146)
(600+67, 0.343315)
(600+68, 0.343568)
(600+69, 0.343906)
(600+70, 0.344159)
(600+71, 0.344243)
(600+72, 0.344327)
(600+73, 0.344327)
(600+74, 0.344327)
(600+75, 0.344243)
(600+76, 0.344243)
(600+77, 0.344496)
(600+78, 0.344665)
(600+79, 0.344749)
(600+80, 0.344833)
(600+81, 0.344918)
(600+82, 0.34534)
(600+83, 0.345086)
(600+84, 0.344918)
(600+85, 0.34534)
(600+86, 0.345508)
(600+87, 0.345508)
(600+88, 0.345424)
(600+89, 0.345846)
(600+90, 0.345846)
(600+91, 0.34593)
(600+92, 0.346099)
(600+93, 0.346352)
(600+94, 0.346774)
(600+95, 0.346689)
(600+96, 0.346689)
(600+97, 0.347111)
(600+98, 0.34728)
(600+99, 0.347111)
(600+100, 0.34728)
(600+101, 0.34728)
(600+102, 0.347195)
(600+103, 0.347448)
(600+104, 0.347533)
(600+105, 0.347954)
(600+106, 0.348123)
(600+107, 0.348376)
(600+108, 0.348376)
(600+109, 0.348461)
(600+110, 0.348292)
(600+111, 0.348376)
(600+112, 0.348376)
(600+113, 0.348714)
(600+114, 0.348545)
(600+115, 0.348629)
(600+116, 0.348629)
(600+117, 0.348714)
(600+118, 0.348714)
(600+119, 0.348714)
(600+120, 0.348714)
(600+121, 0.348967)
(600+122, 0.348882)
(600+123, 0.348882)
(600+124, 0.349051)
(600+125, 0.34922)
(600+126, 0.349304)
(600+127, 0.349642)
(600+128, 0.349726)
(600+129, 0.349895)
(600+130, 0.34981)
(600+131, 0.350063)
(600+132, 0.350232)
(600+133, 0.350485)
(600+134, 0.350569)
(600+135, 0.350738)
(600+136, 0.350654)
(600+137, 0.350401)
(600+138, 0.350654)
(600+139, 0.350822)
(600+140, 0.350738)
(600+141, 0.350822)
(600+142, 0.350738)
(600+143, 0.350822)
(600+144, 0.350654)
(600+145, 0.350654)
(600+146, 0.350822)
(600+147, 0.351413)
(600+148, 0.351244)
(600+149, 0.351329)
(600+150, 0.35116)
(600+151, 0.351244)
(600+152, 0.351244)
(600+153, 0.35116)
(600+154, 0.35116)
(600+155, 0.351329)
(600+156, 0.351076)
(600+157, 0.351413)
(600+158, 0.351413)
(600+159, 0.351413)
(600+160, 0.351582)
(600+161, 0.351835)
(600+162, 0.351582)
(600+163, 0.352003)
(600+164, 0.351835)
(600+165, 0.351919)
(600+166, 0.351919)
(600+167, 0.352172)
(600+168, 0.352509)
(600+169, 0.352425)
(600+170, 0.352678)
(600+171, 0.352678)
(600+172, 0.3531)
(600+173, 0.353184)
(600+174, 0.353522)
(600+175, 0.353775)
(600+176, 0.353775)
(600+177, 0.35369)
(600+178, 0.35369)
(600+179, 0.353606)
(600+180, 0.353859)
(600+181, 0.354281)
(600+182, 0.354365)
(600+183, 0.354281)
(600+184, 0.35445)
(600+185, 0.354534)
(600+186, 0.354871)
(600+187, 0.354703)
(600+188, 0.354703)
(600+189, 0.354618)
(600+190, 0.354871)
(600+191, 0.35504)
(600+192, 0.35504)
(600+193, 0.354956)
(600+194, 0.354956)
(600+195, 0.354956)
(600+196, 0.355293)
(600+197, 0.355124)
(600+198, 0.355124)
(600+199, 0.355293)
(600+200, 0.35504)
(600+201, 0.354956)
(600+202, 0.355293)
(600+203, 0.355293)
(600+204, 0.355293)
(600+205, 0.355546)
(600+206, 0.355377)
(600+207, 0.355546)
(600+208, 0.355293)
(600+209, 0.355209)
(600+210, 0.355124)
(600+211, 0.354871)
(600+212, 0.354871)
(600+213, 0.354618)

(600+214, 0.35445)
(600+215, 0.354703)
(600+216, 0.354703)
(600+217, 0.35504)
(600+218, 0.355209)
(600+219, 0.355377)
(600+220, 0.355209)
(600+221, 0.355546)
(600+222, 0.355715)
(600+223, 0.355631)
(600+224, 0.355631)
(600+225, 0.355799)
(600+226, 0.355884)
(600+227, 0.356221)
(600+228, 0.356052)
(600+229, 0.356221)
(600+230, 0.356305)
(600+231, 0.356474)
(600+232, 0.356474)
(600+233, 0.356474)
(600+234, 0.356643)
(600+235, 0.356727)
(600+236, 0.356558)
(600+237, 0.356643)
(600+238, 0.356727)
(600+239, 0.357065)
(600+240, 0.357065)
(600+241, 0.356896)
(600+242, 0.356727)
(600+243, 0.356727)
(600+244, 0.356811)
(600+245, 0.356896)
(600+246, 0.356727)
(600+247, 0.356811)
(600+248, 0.356727)
(600+249, 0.357065)
(600+250, 0.357233)
(600+251, 0.357402)
(600+252, 0.357486)
(600+253, 0.357908)
(600+254, 0.357908)
(600+255, 0.358161)
(600+256, 0.358077)
(600+257, 0.358161)
(600+258, 0.358077)
(600+259, 0.357908)
(600+260, 0.357739)
(600+261, 0.357739)
(600+262, 0.357824)
(600+263, 0.357655)
(600+264, 0.357739)
(600+265, 0.357739)
(600+266, 0.357908)
(600+267, 0.357908)
(600+268, 0.357992)
(600+269, 0.357992)
(600+270, 0.358077)
(600+271, 0.357992)
(600+272, 0.357908)
(600+273, 0.357908)
(600+274, 0.357739)
(600+275, 0.357824)
(600+276, 0.357908)
(600+277, 0.357908)
(600+278, 0.358077)
(600+279, 0.358077)
(600+280, 0.357992)
(600+281, 0.358161)
(600+282, 0.358077)
(600+283, 0.357992)
(600+284, 0.357908)
(600+285, 0.357908)
(600+286, 0.357824)
(600+287, 0.357908)
(600+288, 0.357992)
(600+289, 0.35833)
(600+290, 0.358499)
(600+291, 0.358245)
(600+292, 0.358414)
(600+293, 0.358583)
(600+294, 0.358752)
(600+295, 0.359089)
(600+296, 0.359005)
(600+297, 0.35892)
(600+298, 0.358836)
(600+299, 0.358499)
